"
                    Code
                ","
                    Title
                ","
                    Term
                ","
                    Career
                ","
                    Units
                ","
                    Delivery
                "
HONS4602,Final Honours Grade,"Second Semester, 2018",Undergraduate,0,In Person
FINM4500,Finance Honours Thesis,"Second Semester, 2018",Undergraduate,6,In Person
ECON4437,Financial Economics,"Second Semester, 2018",Undergraduate,6,In Person
ECON3016,Financial Economics(H),"Second Semester, 2018",Undergraduate,6,In Person
ECON3006,Financial Economics(P),"Second Semester, 2018",Undergraduate,6,In Person
LAWS4237,Financial Markets and Takeovers,"Second Semester, 2018",Undergraduate,6,In Person
STAT2032,Financial Mathematics,"Second Semester, 2018",Undergraduate,6,In Person
ENGN4615,Finite Element Analysis,"Second Semester, 2018",Undergraduate,6,In Person
ANTH2132,Food for Thought: Anthropological theories of food and eating,"Second Semester, 2018",Undergraduate,6,In Person
DESN2005,Form and Fabrication in Context,"Second Semester, 2018",Undergraduate,6,In Person
LAWS1201,Foundations of Australian Law,"Second Semester, 2018",Undergraduate,6,In Person
ASIA2366,Foundations of Chinese Culture,"Second Semester, 2018",Undergraduate,6,In Person
ASIA2099,"Foundations of Chinese Society: Friends, Family, Connections","Second Semester, 2018",Undergraduate,6,In Person
COMP1600,Foundations of Computing,"Second Semester, 2018",Undergraduate,6,In Person
EMET1001,Foundations of Economic and Financial Models,"Second Semester, 2018",Undergraduate,6,In Person
FINM1001,Foundations of Finance,"Second Semester, 2018",Undergraduate,6,In Person
SOCR1001,Foundations of Social Research,"Second Semester, 2018",Undergraduate,6,In Person
PHYS3035,Fourier Systems and Optics,"Second Semester, 2018",Undergraduate,6,In Person
ARCH1112,From Origins to Civilizations,"Second Semester, 2018",Undergraduate,6,In Person
DESN2006,Front-End Web: Crafting Online Experience,"Second Semester, 2018",Undergraduate,6,In Person
EMSC2021,Fundamentals of Climate System Science,"Second Semester, 2018",Undergraduate,6,In Person
EMSC4021,Fundamentals of Climate System Science,"Second Semester, 2018",Undergraduate,6,In Person
CRIM2012,Fundamentals of Cyber Security: Responding to crime in the digital age,"Second Semester, 2018",Undergraduate,6,In Person
POPH4100,Fundamentals of Epidemiology,"Second Semester, 2018",Undergraduate,6,In Person
DESA2207,Furniture Design: Complex Linear Structures,"Second Semester, 2018",Undergraduate,6,In Person
DESA2206,Furniture Design: Curved Componentry,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2206,Furniture: Bend/Curve,"Second Semester, 2018",Undergraduate,6,In Person
ARTV1202,Furniture: Elevate/Surface,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2207,Furniture: Support/Body,"Second Semester, 2018",Undergraduate,6,In Person
ENVS2015,GIS and Spatial Analysis,"Second Semester, 2018",Undergraduate,6,In Person
ASTR4006,Galaxies,"Second Semester, 2018",Undergraduate,6,In Person
ECON4453,Game Theory,"Second Semester, 2018",Undergraduate,6,In Person
ECON3153,Game Theory (H),"Second Semester, 2018",Undergraduate,6,In Person
ECON3152,Game Theory (P),"Second Semester, 2018",Undergraduate,6,In Person
POLS2125,Game Theory and Social Sciences,"Second Semester, 2018",Undergraduate,6,In Person
MATH2301,"Games, Graphs and Machines","Second Semester, 2018",Undergraduate,6,In Person
ASIA2311,Gender and Cultural Studies in Asia and the Pacific,"Second Semester, 2018",Undergraduate,6,In Person
GEND2001,Gender and Cultural Studies in Asia and the Pacific,"Second Semester, 2018",Undergraduate,6,In Person
MEAS3002,Gender and Culture in Iran and the Middle East,"Second Semester, 2018",Undergraduate,6,In Person
GEND2107,Gender and Culture in Iran and the Middle East,"Second Semester, 2018",Undergraduate,6,In Person
POLS2134,Gender and Politics,"Second Semester, 2018",Undergraduate,6,In Person
PASI3002,Gender and Sexuality in the Pacific,"Second Semester, 2018",Undergraduate,6,In Person
GEND3002,Gender and Sexuality in the Pacific,"Second Semester, 2018",Undergraduate,6,In Person
BIOL2142,General Microbiology,"Second Semester, 2018",Undergraduate,6,In Person
STAT4030,Generalised Linear Modelling,"Second Semester, 2018",Undergraduate,6,In Person
STAT3015,Generalised Linear Modelling,"Second Semester, 2018",Undergraduate,6,In Person
BIOL3205,Genetics of Human Disease 2,"Second Semester, 2018",Undergraduate,6,In Person
POLS2100,Genocide in the Modern World,"Second Semester, 2018",Undergraduate,6,In Person
EMSC4019,Geobiology and Evolution of Life on Earth,"Second Semester, 2018",Undergraduate,6,In Person
EMSC2019,Geobiology and Evolution of Life on Earth,"Second Semester, 2018",Undergraduate,6,In Person
GERM2113,"German Film Since the Wall: Identity, History and Belonging","Second Semester, 2018",Undergraduate,6,In Person
FILM2012,"German Film Since the Wall: Identity, History and Belonging","Second Semester, 2018",Undergraduate,6,In Person
GERM3008,German Studies: Advanced German 2,"Second Semester, 2018",Undergraduate,6,In Person
GERM2104,German Studies: Continuing German 2,"Second Semester, 2018",Undergraduate,6,In Person
GERM3106,German Studies: Intermediate German 2,"Second Semester, 2018",Undergraduate,6,In Person
GERM1022,German Studies: Introduction to German 2,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2316,Glass: Advanced Hot and Cold Glass Working Process,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2315,Glass: Kiln Forming,"Second Semester, 2018",Undergraduate,6,In Person
ARTV1302,Glass: Processes and Methods,"Second Semester, 2018",Undergraduate,6,In Person
HIST2241,Global Aboriginal and Native Histories,"Second Semester, 2018",Undergraduate,6,In Person
CBEA3066,Global Business Immersion,"Second Semester, 2018",Undergraduate,6,In Person
ANTH1003,"Global Citizen: Culture, Development and Inequality","Second Semester, 2018",Undergraduate,6,In Person
ANUC1103,"Global Citizen: Culture, Development and Inequality","Second Semester, 2018",Undergraduate,6,In Person
ASIA5925,Global Semester,"Second Semester, 2018",Undergraduate,6,In Person
GEND2034,"Going Public: Sex, Sexuality and Feminism","Second Semester, 2018",Undergraduate,6,In Person
SOCY2010,"Going Public: Sex, Sexuality and Feminism","Second Semester, 2018",Undergraduate,6,In Person
DESA2409,Gold and Silversmithing Design: Experimenting with Process,"Second Semester, 2018",Undergraduate,6,In Person
DESA2408,Gold and Silversmithing Design: Vessel Construction,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2409,Gold and Silversmithing: Experimenting with Process,"Second Semester, 2018",Undergraduate,6,In Person
ARTV1401,Gold and Silversmithing: Introduction to Precise Miniature Construction,"Second Semester, 2018",Undergraduate,6,In Person
ARTV1402,Gold and Silversmithing: Movement and Articulated Form,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2408,Gold and Silversmithing: Vessel Construction,"Second Semester, 2018",Undergraduate,6,In Person
STAT4026,Graphical Data Analysis,"Second Semester, 2018",Undergraduate,6,In Person
STAT3011,Graphical Data Analysis,"Second Semester, 2018",Undergraduate,6,In Person
EMSC4025,Groundwater,"Second Semester, 2018",Undergraduate,6,In Person
EMSC3025,Groundwater,"Second Semester, 2018",Undergraduate,6,In Person
VCUG3100,Group Research and Innovation Project (GRIP),"Second Semester, 2018",Undergraduate,6,In Person
BIOL3108,Hallmarks of Cancer,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2057,Hands On: Material Language,"Second Semester, 2018",Undergraduate,6,In Person
ECON3004,Health Economics,"Second Semester, 2018",Undergraduate,6,In Person
HLTH1002,Health Information and Data,"Second Semester, 2018",Undergraduate,6,In Person
PSYC3020,Health Psychology,"Second Semester, 2018",Undergraduate,6,In Person
ASTR4003,High Energy Astrophysics,"Second Semester, 2018",Undergraduate,6,In Person
HIND1200,Hindi 2,"Second Semester, 2018",Undergraduate,6,In Person
HIND2400,Hindi 4,"Second Semester, 2018",Undergraduate,6,In Person
HIND3600,Hindi 6,"Second Semester, 2018",Undergraduate,6,In Person
ARCH3026,History of Archaeology: Discovering the Past,"Second Semester, 2018",Undergraduate,6,In Person
ASIA2307,History of Empire in Asia,"Second Semester, 2018",Undergraduate,6,In Person
ASIA2037,History of Modern China,"Second Semester, 2018",Undergraduate,6,In Person
ASIA3030,History of the State System in Southeast Asia,"Second Semester, 2018",Undergraduate,6,In Person
PHYS4110,Honours Research Project,"Second Semester, 2018",Undergraduate,12,In Person
ENVS4001,Honours Research Skills,"Second Semester, 2018",Undergraduate,6,In Person
ENVS4000,Honours Thesis,"Second Semester, 2018",Undergraduate,6,In Person
LAWS3202,Honours Thesis,"Second Semester, 2018",Undergraduate,12,In Person
COMP3900,Human Computer Interface Design and Evaluation,"Second Semester, 2018",Undergraduate,6,In Person
POLS2113,Human Rights,"Second Semester, 2018",Undergraduate,6,In Person
LAWS4220,Human Rights Law in Australia,"Second Semester, 2018",Undergraduate,6,In Person
INTR2047,"Human Security: Conflict, Displacement and Peace Building","Second Semester, 2018",Undergraduate,6,In Person
SOCY2163,"Identity, Difference and Racism","Second Semester, 2018",Undergraduate,6,In Person
ANUC1124,Image and Object,"Second Semester, 2018",Undergraduate,6,In Person
ARTV1021,Image and Object,"Second Semester, 2018",Undergraduate,6,In Person
LAWS4221,Income Tax,"Second Semester, 2018",Undergraduate,6,In Person
PREP1015,Independent Research Project,"Second Semester, 2018",Undergraduate,6,In Person
PREP1012,Independent Research Proposal: Research Skills and Project Proposal,"Second Semester, 2018",Undergraduate,6,In Person
LAWS4238,Indigenous Australians and the Law,"Second Semester, 2018",Undergraduate,6,In Person
LAWS4278,Indigenous Community Legal Clinic,"Second Semester, 2018",Undergraduate,6,In Person
INDG3004,Indigenous Studies Supervised Research Project,"Second Semester, 2018",Undergraduate,6,In Person
ANTH3017,"Indigenous Worlds: Challenges of Emergence, Recognition, and Change","Second Semester, 2018",Undergraduate,6,In Person
ENGN4200,Individual Project,"Second Semester, 2018",Undergraduate,6,In Person
COMP3770,Individual Research Project,"Second Semester, 2018",Undergraduate,6,In Person
ARTH2166,Individual Research Unit,"Second Semester, 2018",Undergraduate,6,In Person
ASIA3035,"Indonesia in the Malay World: Culture, Media and Everyday Life","Second Semester, 2018",Undergraduate,6,In Person
INDN1003,Indonesian 2,"Second Semester, 2018",Undergraduate,6,In Person
INDN2003,Indonesian 4,"Second Semester, 2018",Undergraduate,6,Online or In Person
INDN3003,Indonesian 6,"Second Semester, 2018",Undergraduate,6,In Person
COMP4800,Industrial Experience,"Second Semester, 2018",Undergraduate,0,In Person
ECON4438,Industrial Organisation,"Second Semester, 2018",Undergraduate,6,In Person
ECON3157,Industrial Organisation(H),"Second Semester, 2018",Undergraduate,6,In Person
ECON3057,Industrial Organisation(P),"Second Semester, 2018",Undergraduate,6,In Person
PSYC3028,Industrial and Organisational Psychology,"Second Semester, 2018",Undergraduate,6,In Person
INFS4205,Information Systems Strategy and Management,"Second Semester, 2018",Undergraduate,6,In Person
COMP2610,Information Theory,"Second Semester, 2018",Undergraduate,6,In Person
VCUG3200,Innovation and Professional Practice Internship,"Second Semester, 2018",Undergraduate,6,In Person
GREK2122,Intermediate Ancient Greek II,"Second Semester, 2018",Undergraduate,6,In Person
ARAB2012,Intermediate Arabic B,"Second Semester, 2018",Undergraduate,6,In Person
FREN3007,Intermediate French II,"Second Semester, 2018",Undergraduate,6,In Person
LATN2122,Intermediate Latin II,"Second Semester, 2018",Undergraduate,6,In Person
PERS2004,Intermediate Persian B,"Second Semester, 2018",Undergraduate,6,In Person
SPAN3012,Intermediate Spanish II (Language and Culture),"Second Semester, 2018",Undergraduate,6,In Person
ASIA2110,International Affairs Internship,"Second Semester, 2018",Undergraduate,6,In Person
BUSI2025,International Business,"Second Semester, 2018",Undergraduate,6,In Person
BUSI4500,International Business Honours Thesis,"Second Semester, 2018",Undergraduate,6,In Person
LAWS4223,International Dispute Resolution,"Second Semester, 2018",Undergraduate,6,In Person
LAWS2250,International Law,"Second Semester, 2018",Undergraduate,6,In Person
LAWS4302,International Law Clinical Program,"Second Semester, 2018",Undergraduate,6,In Person
LAWS4224,International Law of the Sea,"Second Semester, 2018",Undergraduate,6,In Person
BUSI3024,International Marketing,"Second Semester, 2018",Undergraduate,6,In Person
POLS3017,International Relations Theory,"Second Semester, 2018",Undergraduate,6,In Person
POLS3036,International Terrorism,"Second Semester, 2018",Undergraduate,6,In Person
LAWS4226,International Trade Law,"Second Semester, 2018",Undergraduate,6,In Person
ASIA1035,Introduction to Asian Politics,"Second Semester, 2018",Undergraduate,6,In Person
STAT4116,Introduction to Bayesian Data Analysis,"Second Semester, 2018",Undergraduate,6,In Person
STAT3016,Introduction to Bayesian Data Analysis,"Second Semester, 2018",Undergraduate,6,In Person
BUSN1101,Introduction to Commercial Law,"Second Semester, 2018",Undergraduate,6,In Person
ENGL1015,Introduction to Creative Writing,"Second Semester, 2018",Undergraduate,6,In Person
ENGN1218,Introduction to Electronics,"Second Semester, 2018",Undergraduate,6,In Person
ARCH2041,Introduction to Environmental Archaeology,"Second Semester, 2018",Undergraduate,6,In Person
ENVS1003,Introduction to Environmental and Social Research,"Second Semester, 2018",Undergraduate,6,In Person
PSYC2011,Introduction to Forensic and Criminal Psychology,"Second Semester, 2018",Undergraduate,6,In Person
MATH2242,Introduction to Geometry: Curves and Surfaces,"Second Semester, 2018",Undergraduate,6,In Person
HUMN2000,Introduction to Heritage and Museum Studies,"Second Semester, 2018",Undergraduate,6,In Person
POLS1006,Introduction to International Relations:  Contemporary Global Issues,"Second Semester, 2018",Undergraduate,6,In Person
ENGL3008,Introduction to Literary Theory,"Second Semester, 2018",Undergraduate,6,In Person
ENGN1217,Introduction to Mechanics,"Second Semester, 2018",Undergraduate,6,In Person
POPH3000,Introduction to Population Health,"Second Semester, 2018",Undergraduate,6,In Person
ANUC1100,Introduction to Programming and Algorithms,"Second Semester, 2018",Undergraduate,6,In Person
SOCY2043,Introduction to Qualitative Research Methods,"Second Semester, 2018",Undergraduate,6,In Person
ANUC1104,Introduction to Social Psychology,"Second Semester, 2018",Undergraduate,6,In Person
ANUC1110,Introduction to Software Systems,"Second Semester, 2018",Undergraduate,6,In Person
SPAN1002,Introduction to Spanish II,"Second Semester, 2018",Undergraduate,6,In Person
STAT2005,Introduction to Stochastic Processes,"Second Semester, 2018",Undergraduate,6,In Person
ARAB1003,Introductory Arabic B,"Second Semester, 2018",Undergraduate,6,In Person
FREN1004,Introductory French II,"Second Semester, 2018",Undergraduate,6,In Person
STAT2001,Introductory Mathematical Statistics,"Second Semester, 2018",Undergraduate,6,In Person
PERS1002,Introductory Persian B,"Second Semester, 2018",Undergraduate,6,In Person
PORT1002,Introductory Portuguese II,"Second Semester, 2018",Undergraduate,6,In Person
STAT4055,Introductory Statistics for Business and Finance,"Second Semester, 2018",Undergraduate,6,In Person
ACST4033,Investment and Asset Modelling,"Second Semester, 2018",Undergraduate,6,In Person
FINM2003,Investments,"Second Semester, 2018",Undergraduate,6,In Person
MEAS1002,Islam : History and Institutions,"Second Semester, 2018",Undergraduate,6,In Person
POLS2094,Issues in International Political Economy,"Second Semester, 2018",Undergraduate,6,In Person
ITAL2006,Italian Studies - Continuing 2,"Second Semester, 2018",Undergraduate,6,In Person
ITAL3506,Italian Studies - Intermediate II,"Second Semester, 2018",Undergraduate,6,In Person
ITAL1003,Italian Studies - Introductory 2,"Second Semester, 2018",Undergraduate,6,In Person
JPNS2003,Japanese 2: Spoken,"Second Semester, 2018",Undergraduate,6,In Person
JPNS2005,Japanese 2: Written,"Second Semester, 2018",Undergraduate,6,In Person
JPNS2013,Japanese 4,"Second Semester, 2018",Undergraduate,6,In Person
JPNS3002,Japanese 6,"Second Semester, 2018",Undergraduate,6,In Person
LING2028,Japanese Linguistics,"Second Semester, 2018",Undergraduate,6,In Person
JPNS1002,Japanese Secondary Extension - Advanced,"Second Semester, 2018",Undergraduate,6,In Person
JPNS1001,Japanese Secondary Extension - Continuing,"Second Semester, 2018",Undergraduate,6,In Person
KORE1021,Korean 2,"Second Semester, 2018",Undergraduate,6,In Person
KORE2522,Korean 4,"Second Semester, 2018",Undergraduate,6,In Person
KORE3013,Korean 6,"Second Semester, 2018",Undergraduate,6,In Person
KORE1201,Korean Beginning Secondary - Extension,"Second Semester, 2018",Undergraduate,6,In Person
ENVS3004,Land and Catchment Management,"Second Semester, 2018",Undergraduate,6,In Person
LING1002,Language and Society,"Second Semester, 2018",Undergraduate,6,In Person
LING2015,"Language, Culture, Translation","Second Semester, 2018",Undergraduate,6,In Person
LING2018,Languages in Contact,"Second Semester, 2018",Undergraduate,6,In Person
HIST2230,Latin America: Conquest and Colonisation,"Second Semester, 2018",Undergraduate,6,In Person
LAWS4230,Law Internship,"Second Semester, 2018",Undergraduate,6,In Person
ECON4447,Law and Economics,"Second Semester, 2018",Undergraduate,6,In Person
ECON2139,Law and Economics(H),"Second Semester, 2018",Undergraduate,6,In Person
ECON2120,Law and Economics(P),"Second Semester, 2018",Undergraduate,6,In Person
LAWS4260,Law and Psychology,"Second Semester, 2018",Undergraduate,6,In Person
LAWS1202,Lawyers Justice and Ethics,"Second Semester, 2018",Undergraduate,6,In Person
MGMT3021,Leadership,"Second Semester, 2018",Undergraduate,6,In Person
LAWS2249,Legal Theory,"Second Semester, 2018",Undergraduate,6,In Person
HIST2244,Legends and Life Stories: Australia since 1788,"Second Semester, 2018",Undergraduate,6,In Person
LAWS4251,Legislative Drafting and Technology,"Second Semester, 2018",Undergraduate,6,In Person
PHIL2289,"Leviathan, Art and Law: Constituting the Body Politic","Second Semester, 2018",Undergraduate,6,In Person
LAWS4289,"Leviathan, Art, and Law: Constituting the Body Politic","Second Semester, 2018",Undergraduate,6,In Person
STAT3037,Life Contingencies,"Second Semester, 2018",Undergraduate,6,In Person
PSYC1005,Life Issues: Applying Psychology,"Second Semester, 2018",Undergraduate,6,In Person
PHYS1004,Life Physics,"Second Semester, 2018",Undergraduate,6,In Person
CHIN2021,Literary Chinese 2,"Second Semester, 2018",Undergraduate,6,In Person
ASIA3040,Literary and Cultural Discourse in Modern Japan,"Second Semester, 2018",Undergraduate,6,In Person
ANUC1107,Logic and Critical Thinking,"Second Semester, 2018",Undergraduate,6,In Person
PHIL1005,Logic and Critical Thinking,"Second Semester, 2018",Undergraduate,6,In Person
ECON4422,Macroeconomic Theory,"Second Semester, 2018",Undergraduate,6,In Person
ECON1102,Macroeconomics 1,"Second Semester, 2018",Undergraduate,6,In Person
ECON2102,Macroeconomics 2(P),"Second Semester, 2018",Undergraduate,6,In Person
ECON3102,Macroeconomics 3,"Second Semester, 2018",Undergraduate,6,In Person
ASIA2041,Mainland Southeast Asia: Colonial and Postcolonial Predicaments,"Second Semester, 2018",Undergraduate,6,In Person
HIST3007,Making History,"Second Semester, 2018",Undergraduate,6,In Person
DESN1001,Making Online: Context & Presence,"Second Semester, 2018",Undergraduate,6,In Person
BUSN2011,Management Accounting,"Second Semester, 2018",Undergraduate,6,In Person
MGMT4500,Management Honours Thesis,"Second Semester, 2018",Undergraduate,6,In Person
MGMT1003,"Management, People and Organisations","Second Semester, 2018",Undergraduate,6,In Person
MGMT2035,Managing Organisational Change,"Second Semester, 2018",Undergraduate,6,In Person
STAT4010,Managing the Research Process,"Second Semester, 2018",Undergraduate,6,In Person
BIOL3116,Marine Conservation Ecology,"Second Semester, 2018",Undergraduate,6,In Person
MKTG2004,Marketing,"Second Semester, 2018",Undergraduate,6,In Person
MKTG4500,Marketing Honours Thesis,"Second Semester, 2018",Undergraduate,6,In Person
MKTG2001,Marketing Research,"Second Semester, 2018",Undergraduate,6,In Person
MKTG2003,Marketing for Financial Services,"Second Semester, 2018",Undergraduate,6,In Person
CHEM2213,Materials Chemistry,"Second Semester, 2018",Undergraduate,6,In Person
MATH1113,Mathematical Foundations for Actuarial Studies,"Second Semester, 2018",Undergraduate,6,In Person
ECON4413,Mathematical Techniques in Economics I,"Second Semester, 2018",Undergraduate,6,In Person
MATH1013,Mathematics and Applications 1,"Second Semester, 2018",Undergraduate,6,In Person
MATH1014,Mathematics and Applications 2,"Second Semester, 2018",Undergraduate,6,In Person
ANUC1130,Mathematics and Applications 2,"Second Semester, 2018",Undergraduate,6,In Person
MATH3015,Mathematics of Finance,"Second Semester, 2018",Undergraduate,6,In Person
ASGS1025,Maths Bridging,"Second Semester, 2018",Undergraduate,12,In Person
MEDN4001,Medical Research Honours,"Second Semester, 2018",Undergraduate,12,In Person
BIOL3190,Medical Science in the Workplace,"Second Semester, 2018",Undergraduate,6,In Person
MEDI4000B,Medicine 4,"Second Semester, 2018",Undergraduate,24,In Person
ECON4411,Microeconomic Theory,"Second Semester, 2018",Undergraduate,6,In Person
ECON1101,Microeconomics 1,"Second Semester, 2018",Undergraduate,6,In Person
ECON2101,Microeconomics 2(P),"Second Semester, 2018",Undergraduate,6,In Person
DEMO2003,Migration in the Modern World,"Second Semester, 2018",Undergraduate,6,In Person
VCUG3002,Mobilising Research,"Second Semester, 2018",Undergraduate,6,In Person
CHIN2022,Modern Chinese 2: Spoken,"Second Semester, 2018",Undergraduate,6,In Person
CHIN2023,Modern Chinese 2: Written,"Second Semester, 2018",Undergraduate,6,In Person
CHIN2017,Modern Chinese 4,"Second Semester, 2018",Undergraduate,6,In Person
CHIN3023,Modern Chinese 6,"Second Semester, 2018",Undergraduate,6,In Person
BIOL2162,Molecular Gene Technology,"Second Semester, 2018",Undergraduate,6,In Person
CHEM3208,Molecular Modeling and Computational Chemistry,"Second Semester, 2018",Undergraduate,6,In Person
MNGL1003,Mongolian 2,"Second Semester, 2018",Undergraduate,6,Online
MUSI2221,Music Ensemble Extension,"Second Semester, 2018",Undergraduate,6,In Person
MUSI4412,Music Honours Ensemble,"Second Semester, 2018",Undergraduate,6,In Person
MUSI4410,Music Honours Exegesis,"Second Semester, 2018",Undergraduate,6,In Person
MUSI4411,Music Honours Extended Exegesis,"Second Semester, 2018",Undergraduate,12,In Person
ANUC1112,Music Performance 2,"Second Semester, 2018",Undergraduate,6,In Person
MUSI1102,Music Performance 2,"Second Semester, 2018",Undergraduate,6,In Person
MUSI2202,Music Performance 4,"Second Semester, 2018",Undergraduate,6,In Person
MUSI3302,Music Performance 6,"Second Semester, 2018",Undergraduate,6,In Person
MUSI2205,Music Project,"Second Semester, 2018",Undergraduate,6,In Person
MUSI2209,Music Recording and Production Techniques,"Second Semester, 2018",Undergraduate,6,In Person
MUSI1106,Music Theory & Aural Skills 2,"Second Semester, 2018",Undergraduate,6,In Person
MUSI2204,Music Theory & Aural Skills 4,"Second Semester, 2018",Undergraduate,6,In Person
MUSI3320,Music Theory & Aural Skills 6,"Second Semester, 2018",Undergraduate,6,In Person
MUSI3310,Music and Globalisation,"Second Semester, 2018",Undergraduate,6,In Person
ANUC1119,Music from 1900 to the Present: A Century of Crisis and Change,"Second Semester, 2018",Undergraduate,6,In Person
MUSI1109,Music from 1900 to the Present: A Century of Crisis and Change,"Second Semester, 2018",Undergraduate,6,In Person
MUSI2222,Music in the Long 19th Century: From Classicism to Modernism,"Second Semester, 2018",Undergraduate,6,In Person
ENGN4810,Nanotechnology and Applications,"Second Semester, 2018",Undergraduate,6,In Person
ASIA2093,Natural Resource Conflicts in Asia and the Pacific,"Second Semester, 2018",Undergraduate,6,In Person
MGMT2004,Negotiation,"Second Semester, 2018",Undergraduate,6,In Person
NEUR4005,Neuroscience IV Honours (S),"Second Semester, 2018",Undergraduate,6,In Person
MEAS2001,New States of Eurasia: Emerging Issues in Politics and Security,"Second Semester, 2018",Undergraduate,6,In Person
MATH3301,Number Theory and Cryptography,"Second Semester, 2018",Undergraduate,6,In Person
MATH3514,Numerical Optimisation,"Second Semester, 2018",Undergraduate,6,In Person
SOCR4006,Online Research Methods,"Second Semester, 2018",Undergraduate,6,In Person
SOCY2169,Online Research Methods,"Second Semester, 2018",Undergraduate,6,In Person
COMP3300,Operating Systems Implementation,"Second Semester, 2018",Undergraduate,6,In Person
ECON2125,Optimisation for Economics and Financial Economics,"Second Semester, 2018",Undergraduate,6,In Person
MGMT2007,Organisational Behaviour,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2058,Outside The Box: Making Art for a Public Space,"Second Semester, 2018",Undergraduate,6,In Person
POLS1008,PPE Integration 1,"Second Semester, 2018",Undergraduate,6,In Person
PHIL2116,PPE Integration 2,"Second Semester, 2018",Undergraduate,6,In Person
ECON3056,PPE Integration 3: Classic Literature in PPE,"Second Semester, 2018",Undergraduate,6,In Person
LAWS4284,PUBLIC INTEREST LAW CLINICAL PROGRAM,"Second Semester, 2018",Undergraduate,6,In Person
PASI1012,Pacific Worlds: critical inquiry in Oceania,"Second Semester, 2018",Undergraduate,6,In Person
ARTV1502,Painting: Composition and Space,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2511,"Painting: Concepts, Materials, Processes","Second Semester, 2018",Undergraduate,6,In Person
ARTV3502,Painting: Independent Work Project Consolidation,"Second Semester, 2018",Undergraduate,6,In Person
ARTV1501,Painting: Introducing Painting,"Second Semester, 2018",Undergraduate,6,In Person
ARTV3501,Painting: Introducing the Work Proposal,"Second Semester, 2018",Undergraduate,6,In Person
ARTV3508,Painting: Materiality and Meaning,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2507,Painting: Painting in the Photo Digital Age,"Second Semester, 2018",Undergraduate,6,In Person
EMSC3027,Palaeoclimatology and Climate Change,"Second Semester, 2018",Undergraduate,6,In Person
EMSC4027,Palaeoclimatology and Climate Change,"Second Semester, 2018",Undergraduate,6,In Person
LING3031,Papuan Languages,"Second Semester, 2018",Undergraduate,6,In Person
BIOL3142,Parasitology,"Second Semester, 2018",Undergraduate,6,In Person
ASIA2087,Peace Building in the Pacific and Asia,"Second Semester, 2018",Undergraduate,6,In Person
POLS2123,Peace and Conflict Studies,"Second Semester, 2018",Undergraduate,6,In Person
INTR1022,Peacebuilding and Conflict Resolution,"Second Semester, 2018",Undergraduate,6,In Person
INDN1201,Performing Indonesian Language Secondary Extension,"Second Semester, 2018",Undergraduate,6,In Person
PSYC3026,Personality Psychology,"Second Semester, 2018",Undergraduate,6,In Person
PHIL2123,Philosophy and Science Fiction,"Second Semester, 2018",Undergraduate,6,In Person
PHIL2061,Philosophy of Mind,"Second Semester, 2018",Undergraduate,6,In Person
PHIL2128,Philosophy of Physics,"Second Semester, 2018",Undergraduate,6,In Person
ARTV3607,Photography and Media Arts: Advanced Professional Methods,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2611,Photography: Creative Possibilities,"Second Semester, 2018",Undergraduate,6,In Person
ARTV1602,Photomedia: Colour Photography and Digital Skills,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2608,Photomedia: Experimental Processes,"Second Semester, 2018",Undergraduate,6,In Person
ARTV3602,Photomedia: Independent Work Proposal,"Second Semester, 2018",Undergraduate,6,In Person
ARTV2607,Photomedia: Large Format Photography,"Second Semester, 2018",Undergraduate,6,In Person
PHYS3051,Photonic Sensing Systems,"Second Semester, 2018",Undergraduate,6,In Person
ENGN4613,Photonic Sensing Systems,"Second Semester, 2018",Undergraduate,6,In Person
PHYS1201,Physics 2,"Second Semester, 2018",Undergraduate,6,In Person
ANUC1132,Physics 2,"Second Semester, 2018",Undergraduate,6,In Person
PHYS1101,Physics I,"Second Semester, 2018",Undergraduate,6,In Person
PHYS2205,Physics for Future Leaders,"Second Semester, 2018",Undergraduate,6,In Person
PHYS4070,Physics of the Earth,"Second Semester, 2018",Undergraduate,6,In Person
PHYS3070,Physics of the Earth,"Second Semester, 2018",Undergraduate,6,In Person
EMSC4008,Physics of the Earth Honours Reseach Project,"Second Semester, 2018",Undergraduate,3,In Person
EMSC3022,Planetary Science,"Second Semester, 2018",Undergraduate,6,In Person
BIOL3125,Plants and Global Climate Change,"Second Semester, 2018",Undergraduate,6,In Person
POLS3039,Political Leadership and Executive Government,"Second Semester, 2018",Undergraduate,6,In Person
POLS2031,Politics in the Middle East,"Second Semester, 2018",Undergraduate,6,In Person
STST2124,Politics of Nuclear Weapons,"Second Semester, 2018",Undergraduate,6,In Person
POPH4005,Population Health Honours project,"Second Semester, 2018",Undergraduate,6,In Person
