"
                    Code
                ","
                    Title
                ","
                    Term
                ","
                    Career
                ","
                    Units
                ","
                    Delivery
                "
ANTH2025,Gender in Cross-Cultural Perspective,"First Semester, 2018",Undergraduate,6,In Person
ASIA2006,Gender in Korean History,"First Semester, 2018",Undergraduate,6,In Person
GEND2002,Gender in Korean History,"First Semester, 2018",Undergraduate,6,In Person
BIOL2161,Genes: Replication and Expression,"First Semester, 2018",Undergraduate,6,In Person
BIOL2151,Genetics,"First Semester, 2018",Undergraduate,6,In Person
BIOL3204,Genetics of Human Disease 1,"First Semester, 2018",Undergraduate,6,In Person
BIOL3161,Genomics and its Applications,"First Semester, 2018",Undergraduate,6,In Person
GERM3051,German Literature and Culture Today,"First Semester, 2018",Undergraduate,6,In Person
GERM3007,German Studies: Advanced German 1,"First Semester, 2018",Undergraduate,6,In Person
GERM2103,German Studies: Continuing German 1,"First Semester, 2018",Undergraduate,6,In Person
GERM2105,German Studies: Intermediate German 1,"First Semester, 2018",Undergraduate,6,In Person
GERM1021,German Studies: Introduction to German 1,"First Semester, 2018",Undergraduate,6,In Person
ARTV1301,Glass Introduction,"First Semester, 2018",Undergraduate,6,In Person
ARTV2314,Glass: Blowing and Finishing Techniques in context,"First Semester, 2018",Undergraduate,6,In Person
ARTV2313,Glass: Kiln Casting,"First Semester, 2018",Undergraduate,6,In Person
CBEA3066,Global Business Immersion,"First Semester, 2018",Undergraduate,6,In Person
ASIA5925,Global Semester,"First Semester, 2018",Undergraduate,6,In Person
POLS3037,"Globalisation: Communications, Culture and Democracy","First Semester, 2018",Undergraduate,6,In Person
PHIL2060,God and the Self,"First Semester, 2018",Undergraduate,6,In Person
DESA2406,Gold and Silversmithing Design: Forging and Flatware,"First Semester, 2018",Undergraduate,6,In Person
DESA2407,Gold and Silversmithing Design: Utility as Context,"First Semester, 2018",Undergraduate,6,In Person
ARTV2406,Gold and Silversmithing: Forging Flatware,"First Semester, 2018",Undergraduate,6,In Person
ARTV1401,Gold and Silversmithing: Introduction to Precise Miniature Construction,"First Semester, 2018",Undergraduate,6,In Person
ARTV2407,Gold and Silversmithing: Utility as Context,"First Semester, 2018",Undergraduate,6,In Person
HLTH1001,Health in the 21st Century,"First Semester, 2018",Undergraduate,6,In Person
COMP3320,High Performance Scientific Computation,"First Semester, 2018",Undergraduate,6,In Person
HIND1100,Hindi 1,"First Semester, 2018",Undergraduate,6,In Person
HIND2300,Hindi 3,"First Semester, 2018",Undergraduate,6,Online or In Person
HIND3500,Hindi 5,"First Semester, 2018",Undergraduate,6,In Person
ASIA2017,History of International Relations in Northeast Asia,"First Semester, 2018",Undergraduate,6,In Person
ARTV1033,Hold Everything: Studio Foundation,"First Semester, 2018",Undergraduate,6,In Person
STST3003,Honeypots and Overcoats: Australian Intelligence in the World,"First Semester, 2018",Undergraduate,6,In Person
PHYS4103,Honours Classical Mechanics,"First Semester, 2018",Undergraduate,6,In Person
PHYS4102,Honours Electromagnetism,"First Semester, 2018",Undergraduate,6,In Person
PHYS4100,Honours Quantum Mechanics,"First Semester, 2018",Undergraduate,6,In Person
PHYS4110,Honours Research Project,"First Semester, 2018",Undergraduate,12,In Person
ENVS4001,Honours Research Skills,"First Semester, 2018",Undergraduate,6,In Person
PHYS4104,Honours Statistical Mechanics,"First Semester, 2018",Undergraduate,6,In Person
ENVS4000,Honours Thesis,"First Semester, 2018",Undergraduate,6,In Person
LAWS3202,Honours Thesis,"First Semester, 2018",Undergraduate,12,In Person
BIOL3186,Human Anatomy,"First Semester, 2018",Undergraduate,6,In Person
BIOL1008,Human Biology,"First Semester, 2018",Undergraduate,6,In Person
ENVS2011,Human Ecology,"First Semester, 2018",Undergraduate,6,In Person
BIAN3113,Human Evolution,"First Semester, 2018",Undergraduate,6,In Person
BIOL3006,Human Physiology,"First Semester, 2018",Undergraduate,6,In Person
MGMT2030,Human Resource Management and Strategy,"First Semester, 2018",Undergraduate,6,In Person
HIST2238,Human Rights in History,"First Semester, 2018",Undergraduate,6,In Person
BIAN2015,Human Skeletal Analysis,"First Semester, 2018",Undergraduate,6,In Person
POLS2119,Ideas in Politics,"First Semester, 2018",Undergraduate,6,In Person
ARTV1021,Image and Object,"First Semester, 2018",Undergraduate,6,In Person
PREP1015,Independent Research Project,"First Semester, 2018",Undergraduate,6,In Person
PREP1012,Independent Research Proposal: Research Skills and Project Proposal,"First Semester, 2018",Undergraduate,6,In Person
INTR2014,Indian Foreign and Security Policy,"First Semester, 2018",Undergraduate,6,In Person
LAWS4278,Indigenous Community Legal Clinic,"First Semester, 2018",Undergraduate,6,In Person
ENVS2025,Indigenous Cultural and Natural Resource Management,"First Semester, 2018",Undergraduate,6,In Person
INDG2001,Indigenous Cultural and Natural Resource Management,"First Semester, 2018",Undergraduate,6,In Person
INDG1001,"Indigenous Peoples, Populations and Communities","First Semester, 2018",Undergraduate,6,In Person
INDG3004,Indigenous Studies Supervised Research Project,"First Semester, 2018",Undergraduate,6,In Person
ENGN4200,Individual Project,"First Semester, 2018",Undergraduate,6,In Person
COMP3770,Individual Research Project,"First Semester, 2018",Undergraduate,6,In Person
ARTH2166,Individual Research Unit,"First Semester, 2018",Undergraduate,6,In Person
ASIA2516,"Indonesia: Politics, Society and Development","First Semester, 2018",Undergraduate,6,In Person
INDN1002,Indonesian 1,"First Semester, 2018",Undergraduate,6,In Person
INDN2002,Indonesian 3,"First Semester, 2018",Undergraduate,6,In Person
INDN3002,Indonesian 5,"First Semester, 2018",Undergraduate,6,In Person
ASIA2111,Indonesian Foreign and Security Policy,"First Semester, 2018",Undergraduate,6,In Person
COMP4800,Industrial Experience,"First Semester, 2018",Undergraduate,0,In Person
BIOL3141,Infection and Immunity,"First Semester, 2018",Undergraduate,6,In Person
INFS2024,Information Systems Analysis,"First Semester, 2018",Undergraduate,6,In Person
INFS3024,Information Systems Management,"First Semester, 2018",Undergraduate,6,In Person
INFS4205,Information Systems Strategy and Management,"First Semester, 2018",Undergraduate,6,In Person
LAWS4245,Information Technology Law,"First Semester, 2018",Undergraduate,6,In Person
LAWS4222,Intellectual Property,"First Semester, 2018",Undergraduate,6,In Person
GREK2121,Intermediate Ancient Greek I,"First Semester, 2018",Undergraduate,6,In Person
ARAB2011,Intermediate Arabic A,"First Semester, 2018",Undergraduate,6,In Person
FREN3006,Intermediate French I,"First Semester, 2018",Undergraduate,6,In Person
LATN2121,Intermediate Latin I,"First Semester, 2018",Undergraduate,6,In Person
PERS2003,Intermediate Persian A,"First Semester, 2018",Undergraduate,6,In Person
SPAN3001,Intermediate Spanish I,"First Semester, 2018",Undergraduate,6,In Person
ASIA2110,International Affairs Internship,"First Semester, 2018",Undergraduate,6,In Person
ARCH2060,International Archaeological Field School Extension,"First Semester, 2018",Undergraduate,6,In Person
BUSI4500,International Business Honours Thesis,"First Semester, 2018",Undergraduate,6,In Person
ECON3103,International Economics,"First Semester, 2018",Undergraduate,6,In Person
ECON4415,International Economics,"First Semester, 2018",Undergraduate,6,In Person
ECON3013,International Economics (H),"First Semester, 2018",Undergraduate,6,In Person
MGMT3025,International Human Resource Management,"First Semester, 2018",Undergraduate,6,In Person
LAWS4225,International Law of Human Rights,"First Semester, 2018",Undergraduate,6,In Person
POLS2133,International Organisations in World Politics,"First Semester, 2018",Undergraduate,6,In Person
INTR2010,International Relations in the Asia-Pacific,"First Semester, 2018",Undergraduate,6,In Person
STST2001,International Security issues in the Asia Pacific,"First Semester, 2018",Undergraduate,6,In Person
BUSI3020,International Strategic Management,"First Semester, 2018",Undergraduate,6,In Person
BUSI3030,International Supply Chain Management,"First Semester, 2018",Undergraduate,6,In Person
HUMN2051,Introduction to Cultural Heritage Management,"First Semester, 2018",Undergraduate,6,In Person
COMP2420,"Introduction to Data Management, Analysis and Security","First Semester, 2018",Undergraduate,6,In Person
PHIL1008,Introduction to Ethics,"First Semester, 2018",Undergraduate,6,In Person
MUSI1113,Introduction to Ethnomusicology,"First Semester, 2018",Undergraduate,6,In Person
EMSC2022,Introduction to Global Geophysics,"First Semester, 2018",Undergraduate,6,In Person
ANUC1105,Introduction to International Relations: Foundations and Concepts,"First Semester, 2018",Undergraduate,6,In Person
POLS1005,Introduction to International Relations: Foundations and Concepts,"First Semester, 2018",Undergraduate,6,In Person
STST1001,Introduction to International Security Studies,"First Semester, 2018",Undergraduate,6,In Person
MATH2222,Introduction to Mathematical Thinking: Problem-Solving and Proofs,"First Semester, 2018",Undergraduate,6,In Person
MUSI1110,Introduction to Music Technology,"First Semester, 2018",Undergraduate,6,In Person
EMSC4706,Introduction to Natural Hazards,"First Semester, 2018",Undergraduate,6,In Person
POLS1002,Introduction to Politics,"First Semester, 2018",Undergraduate,6,In Person
ANUC1100,Introduction to Programming and Algorithms,"First Semester, 2018",Undergraduate,6,In Person
BIOL2001,Introduction to Quantitative Biology,"First Semester, 2018",Undergraduate,6,In Person
SOCY2038,Introduction to Quantitative Research Methods,"First Semester, 2018",Undergraduate,6,In Person
ANUC1110,Introduction to Software Systems,"First Semester, 2018",Undergraduate,6,In Person
SPAN1001,Introduction to Spanish I,"First Semester, 2018",Undergraduate,6,In Person
COMP4670,Introduction to Statistical Machine Learning,"First Semester, 2018",Undergraduate,6,In Person
EMSC2012,Introduction to Structural and Field Geology,"First Semester, 2018",Undergraduate,6,In Person
EMSC4012,Introduction to Structural and Field Geology,"First Semester, 2018",Undergraduate,6,In Person
LING2003,Introduction to Syntax,"First Semester, 2018",Undergraduate,6,In Person
ARTV2059,Introduction to Virtual Reality,"First Semester, 2018",Undergraduate,6,In Person
MEAS1001,Introduction to the Modern Middle East,"First Semester, 2018",Undergraduate,6,In Person
LING1001,Introduction to the Study of Language,"First Semester, 2018",Undergraduate,6,In Person
ARAB1002,Introductory Arabic A,"First Semester, 2018",Undergraduate,6,In Person
ARAB3003,Introductory Course to Arabic Linguistics,"First Semester, 2018",Undergraduate,6,In Person
FREN1003,Introductory French I,"First Semester, 2018",Undergraduate,6,In Person
STAT2001,Introductory Mathematical Statistics,"First Semester, 2018",Undergraduate,6,In Person
PERS1001,Introductory Persian A,"First Semester, 2018",Undergraduate,6,In Person
PORT1001,Introductory Portuguese I,"First Semester, 2018",Undergraduate,6,In Person
STAT4055,Introductory Statistics for Business and Finance,"First Semester, 2018",Undergraduate,6,In Person
BIOL3113,Invertebrate Biology,"First Semester, 2018",Undergraduate,6,In Person
FINM2003,Investments,"First Semester, 2018",Undergraduate,6,In Person
MEAS2000,Iranian History and Culture,"First Semester, 2018",Undergraduate,6,In Person
PSYC3016,Issues in Behavioural Neuroscience,"First Semester, 2018",Undergraduate,6,In Person
PSYC2595,Issues in Contemporary Clinical Psychology,"First Semester, 2018",Undergraduate,6,In Person
ARTH2167,Issues in Contemporary Craft and Design,"First Semester, 2018",Undergraduate,6,In Person
ITAL3505,Italian Studies - Intermediate I,"First Semester, 2018",Undergraduate,6,In Person
ITAL1002,Italian Studies - Introductory I,"First Semester, 2018",Undergraduate,6,In Person
ITAL2005,Italian Studies Continuing 1,"First Semester, 2018",Undergraduate,6,In Person
ENGL2074,Jane Austen History and Fiction,"First Semester, 2018",Undergraduate,6,In Person
GEND2074,Jane Austen History and Fiction,"First Semester, 2018",Undergraduate,6,In Person
JPNS1012,Japanese 1: Spoken,"First Semester, 2018",Undergraduate,6,In Person
JPNS1014,Japanese 1: Written,"First Semester, 2018",Undergraduate,6,In Person
JPNS2012,Japanese 3,"First Semester, 2018",Undergraduate,6,In Person
JPNS3001,Japanese 5,"First Semester, 2018",Undergraduate,6,In Person
JPNS2024,Japanese Grammar and Expressions,"First Semester, 2018",Undergraduate,6,In Person
JPNS1002,Japanese Secondary Extension - Advanced,"First Semester, 2018",Undergraduate,6,In Person
JPNS1001,Japanese Secondary Extension - Continuing,"First Semester, 2018",Undergraduate,6,In Person
PREP1110,Key Moments in Western Civilisation,"First Semester, 2018",Undergraduate,6,In Person
KORE1020,Korean 1,"First Semester, 2018",Undergraduate,6,In Person
KORE2521,Korean 3,"First Semester, 2018",Undergraduate,6,In Person
KORE3012,Korean 5,"First Semester, 2018",Undergraduate,6,In Person
KORE1201,Korean Beginning Secondary - Extension,"First Semester, 2018",Undergraduate,6,In Person
ECON4441,Labour Economics & Industrial Relations,"First Semester, 2018",Undergraduate,6,In Person
ECON2059,Labour Economics and Industrial Relations(H),"First Semester, 2018",Undergraduate,6,In Person
ECON2009,Labour Economics and Industrial Relations(P),"First Semester, 2018",Undergraduate,6,In Person
LING2106,Language and Social Interaction,"First Semester, 2018",Undergraduate,6,In Person
LANG3004,Language and Society in Latin America,"First Semester, 2018",Undergraduate,6,In Person
LING2027,Language and Society in Latin America,"First Semester, 2018",Undergraduate,6,In Person
LING2105,Language and the law: introduction to forensic linguistics,"First Semester, 2018",Undergraduate,6,In Person
ASIA2001,Language in Asia and the Pacific,"First Semester, 2018",Undergraduate,6,In Person
ASIA2103,Language in Asia and the Pacific (L),"First Semester, 2018",Undergraduate,6,In Person
LING2016,Language in Indigenous Australia,"First Semester, 2018",Undergraduate,6,In Person
LAWS4230,Law Internship,"First Semester, 2018",Undergraduate,6,In Person
LAWS4239,Law and Armed Conflict,"First Semester, 2018",Undergraduate,6,In Person
BUSN2101,Law of Business Entities,"First Semester, 2018",Undergraduate,6,In Person
DIPL2000,Leadership and Diplomacy,"First Semester, 2018",Undergraduate,6,In Person
VCUG2002,Leadership and Influence in a Complex World,"First Semester, 2018",Undergraduate,6,In Person
AUST1001,Learning an Indigenous Australian Language,"First Semester, 2018",Undergraduate,6,In Person
PREP1111,Legal Studies,"First Semester, 2018",Undergraduate,6,In Person
ASIA2045,"Lies, Conspiracy and Propaganda","First Semester, 2018",Undergraduate,6,In Person
ASIA2308,Linguistic Histories in Asia and the Pacific,"First Semester, 2018",Undergraduate,6,In Person
CHIN2019,Literary Chinese 1,"First Semester, 2018",Undergraduate,6,In Person
LAWS2244,Litigation and Dispute Management,"First Semester, 2018",Undergraduate,6,In Person
COMP2620,Logic,"First Semester, 2018",Undergraduate,6,In Person
PHIL2080,Logic,"First Semester, 2018",Undergraduate,6,In Person
ECON4422,Macroeconomic Theory,"First Semester, 2018",Undergraduate,6,In Person
ECON1102,Macroeconomics 1,"First Semester, 2018",Undergraduate,6,In Person
ECON2102,Macroeconomics 2(P),"First Semester, 2018",Undergraduate,6,In Person
EMSC3024,Magmatism and Metamorphism,"First Semester, 2018",Undergraduate,6,In Person
EMSC4024,Magmatism and Metamorphism,"First Semester, 2018",Undergraduate,6,In Person
BUSN2011,Management Accounting,"First Semester, 2018",Undergraduate,6,In Person
MGMT4500,Management Honours Thesis,"First Semester, 2018",Undergraduate,6,In Person
MGMT4006,Management Research Methods,"First Semester, 2018",Undergraduate,6,In Person
MGMT1003,"Management, People and Organisations","First Semester, 2018",Undergraduate,6,In Person
ECON2014,Managerial Economics,"First Semester, 2018",Undergraduate,6,In Person
ENVS3041,Managing Forested Landscapes,"First Semester, 2018",Undergraduate,6,In Person
COMP3120,Managing Software Development,"First Semester, 2018",Undergraduate,6,In Person
COMP4130,Managing Software Quality and Process,"First Semester, 2018",Undergraduate,6,In Person
STAT4010,Managing the Research Process,"First Semester, 2018",Undergraduate,6,In Person
ENGN3212,Manufacturing Technologies,"First Semester, 2018",Undergraduate,6,In Person
EMSC3023,Marine Biogeochemistry,"First Semester, 2018",Undergraduate,6,In Person
EMSC4023,Marine Biogeochemistry,"First Semester, 2018",Undergraduate,6,In Person
MKTG4500,Marketing Honours Thesis,"First Semester, 2018",Undergraduate,6,In Person
ECON4413,Mathematical Techniques in Economics I,"First Semester, 2018",Undergraduate,6,In Person
ANUC1129,Mathematics and Applications 1,"First Semester, 2018",Undergraduate,6,In Person
MATH1013,Mathematics and Applications 1,"First Semester, 2018",Undergraduate,6,In Person
MATH1014,Mathematics and Applications 2,"First Semester, 2018",Undergraduate,6,In Person
ENGN2217,Mechanical Systems and Design,"First Semester, 2018",Undergraduate,6,In Person
POLS3038,Media and Politics,"First Semester, 2018",Undergraduate,6,In Person
MEDN4001,Medical Research Honours,"First Semester, 2018",Undergraduate,12,In Person
MEDI4000A,Medicine 4,"First Semester, 2018",Undergraduate,24,In Person
EMSC3032,"Melting Polar Ice Sheets, Sea Level Variations and Climate Change","First Semester, 2018",Undergraduate,6,In Person
EMSC4032,"Melting polar ice sheets, sea level variations & climate change","First Semester, 2018",Undergraduate,6,In Person
ARTH4017,Methodologies of Art History,"First Semester, 2018",Undergraduate,12,In Person
ECON4411,Microeconomic Theory,"First Semester, 2018",Undergraduate,6,In Person
ECON1101,Microeconomics 1,"First Semester, 2018",Undergraduate,6,In Person
ECON2101,Microeconomics 2(P),"First Semester, 2018",Undergraduate,6,In Person
ECON3101,Microeconomics 3,"First Semester, 2018",Undergraduate,6,In Person
CHIN1012,Modern Chinese 1: Spoken,"First Semester, 2018",Undergraduate,6,In Person
CHIN1013,Modern Chinese 1: Written,"First Semester, 2018",Undergraduate,6,In Person
CHIN2014,Modern Chinese 3,"First Semester, 2018",Undergraduate,6,In Person
CHIN3022,Modern Chinese 5,"First Semester, 2018",Undergraduate,6,In Person
ENGL2080,Modernist Literature 1890-1940,"First Semester, 2018",Undergraduate,6,In Person
ECON2026,Money and Banking,"First Semester, 2018",Undergraduate,6,In Person
MNGL1002,Mongolian 1,"First Semester, 2018",Undergraduate,6,Online
DESA2017,Multiples and Production: The Unique Offering,"First Semester, 2018",Undergraduate,6,In Person
MUSI2221,Music Ensemble Extension,"First Semester, 2018",Undergraduate,6,In Person
MUSI4412,Music Honours Ensemble,"First Semester, 2018",Undergraduate,6,In Person
MUSI1101,Music Performance 1,"First Semester, 2018",Undergraduate,6,In Person
ANUC1111,Music Performance 1,"First Semester, 2018",Undergraduate,6,In Person
MUSI2201,Music Performance 3,"First Semester, 2018",Undergraduate,6,In Person
MUSI3301,Music Performance 5,"First Semester, 2018",Undergraduate,6,In Person
MUSI3302,Music Performance 6,"First Semester, 2018",Undergraduate,6,In Person
MUSI2205,Music Project,"First Semester, 2018",Undergraduate,6,In Person
MUSI1105,Music Theory & Aural Skills 1,"First Semester, 2018",Undergraduate,6,In Person
ANUC1135,Music Theory & Aural Skills 1,"First Semester, 2018",Undergraduate,6,In Person
ANUC1136,Music Theory & Aural Skills 2,"First Semester, 2018",Undergraduate,6,In Person
MUSI2203,Music Theory & Aural Skills 3,"First Semester, 2018",Undergraduate,6,In Person
ANUC1137,Music Theory & Aural Skills 3,"First Semester, 2018",Undergraduate,6,In Person
MUSI3319,Music Theory & Aural Skills 5,"First Semester, 2018",Undergraduate,6,In Person
MUSI3309,Music and Digital Media,"First Semester, 2018",Undergraduate,6,In Person
SPAN3101,Music and Society in the Spanish Speaking World,"First Semester, 2018",Undergraduate,6,In Person
MUSI2227,"Music, Sound and the Moving Image","First Semester, 2018",Undergraduate,6,In Person
CHEM3013,NMR spectroscopy and mass spectrometry of small and large molecules,"First Semester, 2018",Undergraduate,6,In Person
COMP2410,Networked Information Systems,"First Semester, 2018",Undergraduate,6,In Person
NEUR4005,Neuroscience IV Honours (S),"First Semester, 2018",Undergraduate,6,In Person
PHYS3033,Nuclear Physics,"First Semester, 2018",Undergraduate,6,In Person
COMP3702,Offensive Cyber Security Operations,"First Semester, 2018",Undergraduate,6,In Person
PHYS3057,Optical Physics,"First Semester, 2018",Undergraduate,6,In Person
ENGN3512,Optical Physics,"First Semester, 2018",Undergraduate,6,In Person
ECON2125,Optimisation for Economics and Financial Economics,"First Semester, 2018",Undergraduate,6,In Person
CHEM3203,Organometallic Chemistry,"First Semester, 2018",Undergraduate,6,In Person
PPEI4000,PPE Honours Research Methods,"First Semester, 2018",Undergraduate,12,In Person
LAWS4284,PUBLIC INTEREST LAW CLINICAL PROGRAM,"First Semester, 2018",Undergraduate,6,In Person
PASI1011,Pacific Encounters: An introduction to Pacific Studies,"First Semester, 2018",Undergraduate,6,In Person
POLS2055,Pacific Politics,"First Semester, 2018",Undergraduate,6,In Person
PASI2001,Pacific Studies in a Globalizing World,"First Semester, 2018",Undergraduate,6,In Person
ARTV2509,Painting: Approaches to Composition and Colour,"First Semester, 2018",Undergraduate,6,In Person
ARTV2505,Painting: Focus on the Figure,"First Semester, 2018",Undergraduate,6,In Person
ARTV3502,Painting: Independent Work Project Consolidation,"First Semester, 2018",Undergraduate,6,In Person
ARTV1501,Painting: Introducing Painting,"First Semester, 2018",Undergraduate,6,In Person
ARTV3501,Painting: Introducing the Work Proposal,"First Semester, 2018",Undergraduate,6,In Person
ARTV3507,Painting: Open to Influence Studio Research,"First Semester, 2018",Undergraduate,6,In Person
ENVS3029,Palaeo-Environmental Reconstruction,"First Semester, 2018",Undergraduate,6,In Person
INDN1201,Performing Indonesian Language Secondary Extension,"First Semester, 2018",Undergraduate,6,In Person
MGMT2006,Personal Leadership,"First Semester, 2018",Undergraduate,6,In Person
PHIL2122,Philosophy and Public Policy,"First Semester, 2018",Undergraduate,6,In Person
PHIL2057,Philosophy of Science,"First Semester, 2018",Undergraduate,6,In Person
MATH1042,Philosophy of the Cosmos,"First Semester, 2018",Undergraduate,6,In Person
PHIL2042,Philosophy of the Cosmos,"First Semester, 2018",Undergraduate,6,In Person
ARTV3604,Photography and Media Arts: Advanced Practice-led Research Methods,"First Semester, 2018",Undergraduate,6,In Person
ARTV2611,Photography: Creative Possibilities,"First Semester, 2018",Undergraduate,6,In Person
ARTV2605,Photomedia: Advanced Principles in Exposure and Printing,"First Semester, 2018",Undergraduate,6,In Person
ARTV2606,Photomedia: Digital Photography and Studio Lighting,"First Semester, 2018",Undergraduate,6,In Person
ARTV3601,Photomedia: Documentary Project,"First Semester, 2018",Undergraduate,6,In Person
ARTV1601,"Photomedia: Foundations of photography, printing and camera skills","First Semester, 2018",Undergraduate,6,In Person
ENGN4524,Photovoltaic Technologies,"First Semester, 2018",Undergraduate,6,In Person
PREP1113,Physics,"First Semester, 2018",Undergraduate,6,In Person
ANUC1131,Physics 1,"First Semester, 2018",Undergraduate,6,In Person
PHYS1101,Physics I,"First Semester, 2018",Undergraduate,6,In Person
PHYS4034,Physics of Fluid Flows,"First Semester, 2018",Undergraduate,6,In Person
PHYS3034,Physics of Fluid Flows,"First Semester, 2018",Undergraduate,6,In Person
EMSC4008,Physics of the Earth Honours Reseach Project,"First Semester, 2018",Undergraduate,3,In Person
BIOL3002,Plants: Genes and the Environment,"First Semester, 2018",Undergraduate,6,In Person
POLS2102,Political Belief and Deceit,"First Semester, 2018",Undergraduate,6,In Person
PREP1114,Politics,"First Semester, 2018",Undergraduate,6,In Person
ASIA2049,Politics and Society in Contemporary Korea,"First Semester, 2018",Undergraduate,6,In Person
POLS2070,Politics in Central Asia,"First Semester, 2018",Undergraduate,6,In Person
POLS2095,Politics in Latin America,"First Semester, 2018",Undergraduate,6,In Person
POLS2069,Politics in Russia,"First Semester, 2018",Undergraduate,6,In Person
MUSI3317,Popular Music: In Culture and in Context,"First Semester, 2018",Undergraduate,6,In Person
DEMO2002,Population Analysis,"First Semester, 2018",Undergraduate,6,In Person
POPH4005,Population Health Honours project,"First Semester, 2018",Undergraduate,6,In Person
FINM3008,Portfolio Construction,"First Semester, 2018",Undergraduate,6,In Person
ENGN3100,Practical Experience,"First Semester, 2018",Undergraduate,0,In Person
ANUC1122,Precise Drawing and Model Making,"First Semester, 2018",Undergraduate,6,In Person
DESA1021,Precise Drawing and Model Making,"First Semester, 2018",Undergraduate,6,In Person
POLS2043,Pressure Groups and Political Lobbying,"First Semester, 2018",Undergraduate,6,In Person
BUSN3014,Principles of Tax Law,"First Semester, 2018",Undergraduate,6,In Person
ARTV1701,Printmedia and Drawing 1: Introduction to Drawing,"First Semester, 2018",Undergraduate,6,In Person
ARTV2717,Printmedia and Drawing: Book Design,"First Semester, 2018",Undergraduate,6,In Person
ARTV2721,Printmedia and Drawing: Drawing (General),"First Semester, 2018",Undergraduate,6,In Person
ARTV2725,Printmedia and Drawing: Etching,"First Semester, 2018",Undergraduate,6,In Person
ARTV2706,Printmedia and Drawing: Experimental Drawing,"First Semester, 2018",Undergraduate,6,In Person
ARTV3701,Printmedia and Drawing: Independent Work Project Theory and Practice,"First Semester, 2018",Undergraduate,6,In Person
ARTV2705,Printmedia and Drawing: Introduction to Etching,"First Semester, 2018",Undergraduate,6,In Person
ARTV2729,Printmedia and Drawing: Life Drawing,"First Semester, 2018",Undergraduate,6,In Person
ARTV2723,Printmedia and Drawing: Screen Printing,"First Semester, 2018",Undergraduate,6,In Person
MATH3029,Probability Modelling with Applications,"First Semester, 2018",Undergraduate,6,In Person
ANUC1101,Professional Communication,"First Semester, 2018",Undergraduate,6,In Person
ARTV2027,Professional Practices,"First Semester, 2018",Undergraduate,6,In Person
COMP1100,Programming as Problem Solving,"First Semester, 2018",Undergraduate,6,In Person
COMP1130,Programming as Problem Solving (Advanced),"First Semester, 2018",Undergraduate,6,In Person
COMP1730,Programming for Scientists,"First Semester, 2018",Undergraduate,6,In Person
COMP3740,Project Work in Computing,"First Semester, 2018",Undergraduate,6,In Person
BUSN3059,Project/Case Studies in Commerce,"First Semester, 2018",Undergraduate,6,In Person
LAWS2204,Property,"First Semester, 2018",Undergraduate,6,In Person
PREP1115,Psychology,"First Semester, 2018",Undergraduate,6,In Person
ANUC1133,"Psychology 1: Understanding Mind, Brain and Behaviour","First Semester, 2018",Undergraduate,6,In Person
PSYC1003,"Psychology 1: Understanding Mind, Brain and Behaviour","First Semester, 2018",Undergraduate,6,In Person
PSYC4011,Psychology Honours,"First Semester, 2018",Undergraduate,12,In Person
PSYC4005F,Psychology IV Honours (S),"First Semester, 2018",Undergraduate,12,In Person
PSYC4005P,Psychology IV Honours (S),"First Semester, 2018",Undergraduate,12,In Person
PSYC3030,Psychology Undergraduate Research Experience,"First Semester, 2018",Undergraduate,6,In Person
PSYC3025,Psychopathology Across the Lifespan,"First Semester, 2018",Undergraduate,6,In Person
POLS2130,Public Choice and Politics,"First Semester, 2018",Undergraduate,6,In Person
BUSN3006,Public Sector Accounting,"First Semester, 2018",Undergraduate,6,In Person
ECON4434,Public Sector Economics,"First Semester, 2018",Undergraduate,6,In Person
ECON2132,Public Sector Economics (H),"First Semester, 2018",Undergraduate,6,In Person
ECON2131,Public Sector Economics (P),"First Semester, 2018",Undergraduate,6,In Person
MGMT4018,Qualitative Research Methods,"First Semester, 2018",Undergraduate,6,In Person
PSYC2009,Quantitative Methods in Psychology,"First Semester, 2018",Undergraduate,6,In Person
STAT1008,Quantitative Research Methods,"First Semester, 2018",Undergraduate,6,In Person
PREP1119,Quantitative Research Skills,"First Semester, 2018",Undergraduate,0,In Person
PHYS2013,Quantum Mechanics,"First Semester, 2018",Undergraduate,6,In Person
POLS2135,"Race, Ethnicity and Representation","First Semester, 2018",Undergraduate,6,Online
RUSS1003,Reading Russian for Academic Purposes I,"First Semester, 2018",Undergraduate,6,In Person
ASIA3012,Readings in Asian Societies and Histories,"First Semester, 2018",Undergraduate,6,In Person
PHIL4009,Readings in Philosophy,"First Semester, 2018",Undergraduate,6,In Person
ASIA3029,Reconciliation and the memory of conflict in Asia,"First Semester, 2018",Undergraduate,6,In Person
STAT2008,Regression Modelling,"First Semester, 2018",Undergraduate,6,In Person
STAT4038,Regression Modelling,"First Semester, 2018",Undergraduate,6,In Person
ANUC2400,Relational Databases,"First Semester, 2018",Undergraduate,6,In Person
POPH4315,Research Design and Methods,"First Semester, 2018",Undergraduate,6,In Person
PREP1101,Research Methods,"First Semester, 2018",Undergraduate,0,In Person
EMSC4017,Research Methods and Proposal,"First Semester, 2018",Undergraduate,6,In Person
DESA4001,Research Principles and Methods 1,"First Semester, 2018",Undergraduate,12,In Person
ARTV4022,Research Principles and Methods 1,"First Semester, 2018",Undergraduate,12,In Person
